"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"PTPRD",0,1.81511620148255,0.936,0.235,0,"1","PTPRD"
"NFASC",0,1.80222900315621,0.931,0.236,0,"1","NFASC"
"CCP110",0,1.80131599607339,0.91,0.25,0,"1","CCP110"
"DNER",0,1.79463246874123,0.968,0.366,0,"1","DNER"
"SLCO1A2",0,1.78956396967943,0.876,0.193,0,"1","SLCO1A2"
"PLEKHH1",0,1.78577857694563,0.914,0.256,0,"1","PLEKHH1"
"NCAM1",0,1.77862654880213,0.939,0.237,0,"1","NCAM1"
"TRIM2",0,1.77790586943628,0.955,0.282,0,"1","TRIM2"
"PLEKHB1",0,1.77415925508678,0.941,0.287,0,"1","PLEKHB1"
"TTYH2",0,1.76506428291312,0.941,0.28,0,"1","TTYH2"
"RTN3",0,1.76218489676071,0.984,0.404,0,"1","RTN3"
"MTUS1",0,1.75669383080695,0.972,0.351,0,"1","MTUS1"
"PXK",0,1.74988830038873,0.926,0.283,0,"1","PXK"
"CDK18",0,1.74081475768978,0.868,0.217,0,"1","CDK18"
"CADM2",0,1.73670449969075,0.854,0.223,0,"1","CADM2"
"CFL2",0,1.73659148803971,0.956,0.315,0,"1","CFL2"
"LIMCH1",0,1.72429453813396,0.888,0.194,0,"1","LIMCH1"
"OSBPL1A",0,1.71953561781875,0.957,0.303,0,"1","OSBPL1A"
"GOLGA7",0,1.71720628172328,0.93,0.317,0,"1","GOLGA7"
"CAMK2N1",0,1.71267237824088,0.962,0.255,0,"1","CAMK2N1"
"GAS7",0,1.69164117080925,0.887,0.208,0,"1","GAS7"
"SCARB2",0,1.69127204091454,0.972,0.364,0,"1","SCARB2"
"CLIC4",0,1.68828352036074,0.893,0.239,0,"1","CLIC4"
"MYRF",0,1.67641625052348,0.89,0.22,0,"1","MYRF"
"CLMN",0,1.67556188361017,0.885,0.241,0,"1","CLMN"
"ANKS1B",0,1.6691114327154,0.911,0.208,0,"1","ANKS1B"
"ADD3",0,1.65920446837992,0.898,0.303,0,"1","ADD3"
"CBR1",0,1.65793415688362,0.958,0.354,0,"1","CBR1"
"KCNMB4",0,1.64720370125802,0.933,0.288,0,"1","KCNMB4"
"DOCK5",0,1.64549610725603,0.865,0.174,0,"1","DOCK5"
"GNAI1",0,1.63468243274338,0.898,0.247,0,"1","GNAI1"
"SPOCK1",0,1.63416508027745,0.881,0.24,0,"1","SPOCK1"
"FAIM2",0,1.63225042312614,0.874,0.197,0,"1","FAIM2"
"DNAJC6",0,1.62915384071538,0.866,0.227,0,"1","DNAJC6"
"SPARC",0,1.61173396187777,0.84,0.262,0,"1","SPARC"
"TSC22D4",0,1.6078935414842,0.994,0.391,0,"1","TSC22D4"
"PEX5L",0,1.60364473254483,0.803,0.214,0,"1","PEX5L"
"KIF1B",0,1.60211835707762,0.938,0.327,0,"1","KIF1B"
"PRKACB",0,1.5869212528221,0.91,0.311,0,"1","PRKACB"
"GNAO1",0,1.5860482042343,0.838,0.206,0,"1","GNAO1"
"ALCAM",0,1.58399524099283,0.926,0.324,0,"1","ALCAM"
"MBNL2",0,1.58299954963656,0.925,0.314,0,"1","MBNL2"
"ATP8A1",0,1.57645238204596,0.878,0.265,0,"1","ATP8A1"
"C1orf198",0,1.5731641423613,0.874,0.227,0,"1","C1orf198"
"SELENOW",0,1.57274893964507,0.992,0.471,0,"1","SELENOW"
"ZDHHC9",0,1.57244800732702,0.85,0.234,0,"1","ZDHHC9"
"PLA2G16",0,1.5707345467039,0.994,0.473,0,"1","PLA2G16"
"NFIX",0,1.5682208574881,0.851,0.207,0,"1","NFIX"
"SRCIN1",0,1.56610585022437,0.853,0.176,0,"1","SRCIN1"
"PEBP1",0,1.56415878538602,0.996,0.526,0,"1","PEBP1"
"FGFR2",0,1.56267392132796,0.871,0.251,0,"1","FGFR2"
"ADIPOR2",0,1.5588879180725,0.912,0.297,0,"1","ADIPOR2"
"CMTM5",0,1.55686861380321,0.856,0.259,0,"1","CMTM5"
"RHOU",0,1.55361681435664,0.938,0.319,0,"1","RHOU"
"GRM3",0,1.55276640004899,0.871,0.209,0,"1","GRM3"
"CNTNAP4",0,1.54257598510498,0.768,0.188,0,"1","CNTNAP4"
"AATK",0,1.54215459971419,0.891,0.225,0,"1","AATK"
"PSAT1",0,1.54074308702727,0.872,0.271,0,"1","PSAT1"
"PHLDB1",0,1.54046865091096,0.861,0.216,0,"1","PHLDB1"
"CLASP2",0,1.53677642596876,0.93,0.313,0,"1","CLASP2"
"SLC6A8",0,1.53489893941677,0.889,0.282,0,"1","SLC6A8"
"CALM2",0,1.53251128663296,0.999,0.748,0,"1","CALM2"
"ARHGAP23",0,1.53226414548732,0.851,0.236,0,"1","ARHGAP23"
"ZNF536",0,1.53204681650616,0.821,0.2,0,"1","ZNF536"
"SUN2",0,1.53203066996447,0.936,0.354,0,"1","SUN2"
"FMNL2",0,1.52576444418258,0.945,0.347,0,"1","FMNL2"
"OLIG1",0,1.52353935531544,0.953,0.306,0,"1","OLIG1"
"OMG",0,1.52142095670255,0.832,0.245,0,"1","OMG"
"SH3GL3",0,1.51730877869009,0.862,0.252,0,"1","SH3GL3"
"DNM3",0,1.51691203586577,0.858,0.246,0,"1","DNM3"
"ARAP2",0,1.51006122171052,0.854,0.262,0,"1","ARAP2"
"PTN",0,1.50752060792833,0.965,0.291,0,"1","PTN"
"MYLK",0,1.50410600516786,0.766,0.203,0,"1","MYLK"
"SIK3",0,1.49808865505742,0.84,0.239,0,"1","SIK3"
"MID1IP1",0,1.4980810793431,0.926,0.356,0,"1","MID1IP1"
"ST18",0,1.49646168224108,0.818,0.201,0,"1","ST18"
"ASPA",0,1.495851793072,0.764,0.192,0,"1","ASPA"
"AC018647.1",0,1.49396124452604,0.746,0.188,0,"1","AC018647.1"
"POLR2F",0,1.49110775244172,0.849,0.236,0,"1","POLR2F"
"ARFGEF3",0,1.48786535138453,0.796,0.165,0,"1","ARFGEF3"
"YWHAQ",0,1.48600288370167,0.98,0.465,0,"1","YWHAQ"
"ERBB3",0,1.48492049458453,0.83,0.269,0,"1","ERBB3"
"AGAP1",0,1.48439971053392,0.83,0.232,0,"1","AGAP1"
"PRRG1",0,1.48258313415267,0.8,0.185,0,"1","PRRG1"
"SYNJ2",0,1.47287940986287,0.743,0.188,0,"1","SYNJ2"
"PAQR8",0,1.4714805500758,0.85,0.262,0,"1","PAQR8"
"ZCCHC24",0,1.46475921161748,0.849,0.261,0,"1","ZCCHC24"
"C4orf48",0,1.45281662013907,0.936,0.364,0,"1","C4orf48"
"SLC48A1",0,1.4518770439604,0.83,0.257,0,"1","SLC48A1"
"LHPP",0,1.45107516870383,0.816,0.236,0,"1","LHPP"
"SEMA6A",0,1.44707934878667,0.815,0.233,0,"1","SEMA6A"
"CALD1",0,1.44395581646515,0.823,0.228,0,"1","CALD1"
"TPPP3",0,1.44255494752522,0.815,0.226,0,"1","TPPP3"
"ELAVL3",0,1.43998385882721,0.861,0.24,0,"1","ELAVL3"
"TMEM98",0,1.43865495842223,0.717,0.205,0,"1","TMEM98"
"PTK2",0,1.43678771818429,0.869,0.271,0,"1","PTK2"
"PROX1",0,1.43659991801299,0.796,0.24,0,"1","PROX1"
"TMEM63A",0,1.43375298313261,0.809,0.211,0,"1","TMEM63A"
"LARP6",0,1.42994177120569,0.861,0.218,0,"1","LARP6"
"RNASE1",0,1.42351256703544,0.996,0.584,0,"1","RNASE1"
"B3GAT1",0,1.42080609494203,0.774,0.179,0,"1","B3GAT1"
"AIF1L",0,1.42079055508062,0.802,0.171,0,"1","AIF1L"
"FA2H",0,1.41912641559881,0.798,0.2,0,"1","FA2H"
"REEP3",0,1.41612883050346,0.891,0.319,0,"1","REEP3"
"AL359091.1",0,1.4153674911335,0.688,0.169,0,"1","AL359091.1"
"DYNC1I2",0,1.41406889850866,0.938,0.401,0,"1","DYNC1I2"
"PRUNE2",0,1.41094411852724,0.78,0.253,0,"1","PRUNE2"
"PPA1",0,1.40771504748251,0.803,0.27,0,"1","PPA1"
"PPDPF",0,1.40688519143723,0.854,0.232,0,"1","PPDPF"
"KLK6",0,1.40603958311738,0.779,0.189,0,"1","KLK6"
"BOK",0,1.39772673949458,0.815,0.197,0,"1","BOK"
"CDKN1C",0,1.39494623522231,0.842,0.299,0,"1","CDKN1C"
"LIFR",0,1.39268744868408,0.744,0.21,0,"1","LIFR"
"SIRT2",0,1.38697359370794,0.938,0.349,0,"1","SIRT2"
"FIS1",0,1.38241577537672,0.948,0.427,0,"1","FIS1"
"DST",0,1.37874969666183,0.968,0.456,0,"1","DST"
"ENDOD1",0,1.37556686659771,0.787,0.226,0,"1","ENDOD1"
"TUBA1A",0,1.37184351707053,0.996,0.61,0,"1","TUBA1A"
"JAM3",0,1.37108601834627,0.81,0.215,0,"1","JAM3"
"PSD3",0,1.36909842061485,0.805,0.251,0,"1","PSD3"
"NENF",0,1.36877944691647,0.867,0.306,0,"1","NENF"
"HIPK2",0,1.36821743809334,0.901,0.367,0,"1","HIPK2"
"MXI1",0,1.36550551015711,0.849,0.287,0,"1","MXI1"
"ARHGAP21",0,1.36484974174179,0.955,0.47,0,"1","ARHGAP21"
"C21orf91",0,1.36369694065252,0.77,0.233,0,"1","C21orf91"
"MAP1A",0,1.36072386534958,0.777,0.178,0,"1","MAP1A"
"ELOVL1",0,1.35960438055012,0.846,0.29,0,"1","ELOVL1"
"SEMA3B",0,1.355865100137,0.782,0.23,0,"1","SEMA3B"
"ENPP4",0,1.35555592198453,0.799,0.278,0,"1","ENPP4"
"HEPACAM",0,1.35219201823384,0.836,0.232,0,"1","HEPACAM"
"ABCA8",0,1.34830087728809,0.726,0.146,0,"1","ABCA8"
"COL4A5",0,1.3427486643293,0.731,0.187,0,"1","COL4A5"
"NCOA7",0,1.34254311200497,0.879,0.322,0,"1","NCOA7"
"VXN",0,1.33466832635034,0.751,0.173,0,"1","VXN"
"VWA1",0,1.33289261699381,0.837,0.266,0,"1","VWA1"
"LGI3",0,1.33204190158351,0.792,0.216,0,"1","LGI3"
"SESTD1",0,1.3283123873046,0.723,0.153,0,"1","SESTD1"
"LPGAT1",0,1.32818408870774,0.821,0.304,0,"1","LPGAT1"
"TBCB",0,1.32758363324889,0.929,0.388,0,"1","TBCB"
"FRYL",0,1.32754799878554,0.893,0.358,0,"1","FRYL"
"FADS1",0,1.32647455781062,0.789,0.278,0,"1","FADS1"
"BACE1",0,1.32487912282395,0.748,0.242,0,"1","BACE1"
"KIF19",0,1.3240385279764,0.785,0.231,0,"1","KIF19"
"AGPAT4",0,1.32184189977379,0.779,0.228,0,"1","AGPAT4"
"PHLDA3",0,1.31300582810409,0.808,0.182,0,"1","PHLDA3"
"RUFY3",0,1.31252726941236,0.837,0.304,0,"1","RUFY3"
"TMTC4",0,1.31005105423231,0.785,0.247,0,"1","TMTC4"
"SVIP",0,1.30804433895203,0.769,0.291,0,"1","SVIP"
"STMN4",0,1.3058363744458,0.823,0.245,0,"1","STMN4"
"RETREG1",0,1.29519483729926,0.77,0.189,0,"1","RETREG1"
"C1orf122",0,1.29317462429276,0.9,0.373,0,"1","C1orf122"
"MOB3B",0,1.29262272396066,0.684,0.144,0,"1","MOB3B"
"SERINC5",0,1.28969950093206,0.777,0.236,0,"1","SERINC5"
"LIPE",0,1.28776947632924,0.77,0.227,0,"1","LIPE"
"PALM2",0,1.28379125575805,0.722,0.161,0,"1","PALM2"
"ADD1",0,1.28277097625707,0.831,0.32,0,"1","ADD1"
"APBB1",0,1.27919087873261,0.797,0.28,0,"1","APBB1"
"KIF5C",0,1.27901712265991,0.738,0.203,0,"1","KIF5C"
"BEX3",0,1.27785891378846,0.883,0.322,0,"1","BEX3"
"NKAIN2",0,1.26767666691217,0.744,0.158,0,"1","NKAIN2"
"PGRMC1",0,1.26333798433513,0.907,0.351,0,"1","PGRMC1"
"USP54",0,1.26119705280765,0.758,0.227,0,"1","USP54"
"TMEM165",0,1.25980188218464,0.969,0.535,0,"1","TMEM165"
"CDK19",0,1.258795036553,0.791,0.251,0,"1","CDK19"
"DLG2",0,1.2550627114433,0.745,0.243,0,"1","DLG2"
"TMEM125",0,1.25290090089032,0.713,0.183,0,"1","TMEM125"
"PLCL1",0,1.24775217805434,0.744,0.185,0,"1","PLCL1"
"CERCAM",0,1.24439115075505,0.795,0.236,0,"1","CERCAM"
"PLEKHA1",0,1.24217596555543,0.815,0.336,0,"1","PLEKHA1"
"FUT8",0,1.24170447778941,0.715,0.186,0,"1","FUT8"
"TMEM151A",0,1.24128333910281,0.696,0.129,0,"1","TMEM151A"
"DAAM2",0,1.23866654752236,0.705,0.213,0,"1","DAAM2"
"DOCK9",0,1.23763478491738,0.71,0.208,0,"1","DOCK9"
"OLIG2",0,1.23542427744454,0.821,0.215,0,"1","OLIG2"
"ZBTB20",0,1.23423928302276,0.952,0.459,0,"1","ZBTB20"
"HCN2",0,1.23255870528095,0.59,0.111,0,"1","HCN2"
"IGSF8",0,1.23151838994305,0.83,0.288,0,"1","IGSF8"
"KIF1A",0,1.23110520266596,0.703,0.21,0,"1","KIF1A"
"SLCO3A1",0,1.23026487259022,0.686,0.185,0,"1","SLCO3A1"
"SOX10",0,1.2268309548591,0.735,0.161,0,"1","SOX10"
"FNBP1",0,1.22441792268965,0.824,0.282,0,"1","FNBP1"
"TMTC2",0,1.21539685406459,0.705,0.182,0,"1","TMTC2"
"POU3F3",0,1.20537360649151,0.659,0.167,0,"1","POU3F3"
"SOX8",0,1.20388276674592,0.762,0.214,0,"1","SOX8"
"KLHL32",0,1.20193495124487,0.709,0.194,0,"1","KLHL32"
"CDC42BPA",0,1.20112278019815,0.685,0.171,0,"1","CDC42BPA"
"FAM69C",0,1.20035436201805,0.646,0.163,0,"1","FAM69C"
"MAPT",0,1.19788486937717,0.73,0.198,0,"1","MAPT"
"PRDX1",0,1.19598098949916,0.982,0.54,0,"1","PRDX1"
"CA2",0,1.19557818675543,0.788,0.241,0,"1","CA2"
"PHYHIPL",0,1.19300352888427,0.756,0.256,0,"1","PHYHIPL"
"COLGALT2",0,1.19213383164862,0.714,0.161,0,"1","COLGALT2"
"ITGB8",0,1.19152465369126,0.687,0.168,0,"1","ITGB8"
"GLTP",0,1.18736476508916,0.798,0.286,0,"1","GLTP"
"AMD1",0,1.18695875562504,0.926,0.417,0,"1","AMD1"
"MAPRE2",0,1.18644334526254,0.756,0.268,0,"1","MAPRE2"
"BCAS1",0,1.18561378384816,0.772,0.233,0,"1","BCAS1"
"DLG1",0,1.18015108511147,0.787,0.259,0,"1","DLG1"
"PDE1A",0,1.17741596231904,0.694,0.183,0,"1","PDE1A"
"SCG5",0,1.17265760691454,0.72,0.212,0,"1","SCG5"
"DYNLL1",0,1.17251782716589,0.928,0.366,0,"1","DYNLL1"
"LGALS3BP",0,1.17111803312929,0.736,0.232,0,"1","LGALS3BP"
"RAB40B",0,1.16723323218399,0.761,0.28,0,"1","RAB40B"
"HIP1",0,1.16420560757098,0.69,0.181,0,"1","HIP1"
"ANK2",0,1.15662849745305,0.77,0.236,0,"1","ANK2"
"ABHD17B",0,1.1561779142701,0.768,0.258,0,"1","ABHD17B"
"LDB3",0,1.14727860803322,0.668,0.164,0,"1","LDB3"
"GCSH",0,1.14659390360969,0.784,0.261,0,"1","GCSH"
"SPTBN1",0,1.14641981898604,0.709,0.185,0,"1","SPTBN1"
"CLCN4",0,1.14583257447552,0.66,0.162,0,"1","CLCN4"
"FAXDC2",0,1.14560041400056,0.664,0.171,0,"1","FAXDC2"
"FAM13C",0,1.1453028921514,0.645,0.129,0,"1","FAM13C"
"DNAJB2",0,1.14513130626092,0.849,0.309,0,"1","DNAJB2"
"CTTN",0,1.14375693185729,0.652,0.106,0,"1","CTTN"
"AKAP6",0,1.1424348680527,0.677,0.18,0,"1","AKAP6"
"DIXDC1",0,1.14119560692496,0.647,0.166,0,"1","DIXDC1"
"MAPK8IP1",0,1.1402456044772,0.777,0.253,0,"1","MAPK8IP1"
"CLCN3",0,1.13864965387977,0.763,0.263,0,"1","CLCN3"
"SLC6A1",0,1.13607928861473,0.748,0.217,0,"1","SLC6A1"
"TCEAL7",0,1.1324475296116,0.679,0.196,0,"1","TCEAL7"
"NACAD",0,1.12904753510396,0.692,0.144,0,"1","NACAD"
"MIGA1",0,1.12829659589921,0.752,0.284,0,"1","MIGA1"
"CERS2",0,1.12470574140625,0.782,0.256,0,"1","CERS2"
"TTYH1",0,1.12355874855395,0.834,0.254,0,"1","TTYH1"
"DDR1",0,1.11308331741285,0.703,0.239,0,"1","DDR1"
"COBL",0,1.11081001631961,0.63,0.172,0,"1","COBL"
"CXADR",0,1.11056646412932,0.654,0.172,0,"1","CXADR"
"APBB2",0,1.10689222902158,0.637,0.142,0,"1","APBB2"
"KCNJ10",0,1.10659529314297,0.611,0.134,0,"1","KCNJ10"
"PREPL",0,1.10652906735645,0.726,0.23,0,"1","PREPL"
"PLPP2",0,1.10503483970011,0.682,0.17,0,"1","PLPP2"
"GAMT",0,1.10365266916321,0.765,0.259,0,"1","GAMT"
"NIPA1",0,1.10338910147788,0.683,0.207,0,"1","NIPA1"
"RTKN",0,1.09805567015637,0.765,0.279,0,"1","RTKN"
"FGF1",0,1.0928051426141,0.625,0.153,0,"1","FGF1"
"HBS1L",0,1.09160424022405,0.702,0.235,0,"1","HBS1L"
"FOLH1",0,1.08678513247166,0.637,0.142,0,"1","FOLH1"
"LSAMP",0,1.08591026291654,0.711,0.206,0,"1","LSAMP"
"ANKRD28",0,1.07800021592184,0.705,0.261,0,"1","ANKRD28"
"RHOBTB3",0,1.07686506264473,0.78,0.344,0,"1","RHOBTB3"
"AL358216.1",0,1.07328583474795,0.59,0.164,0,"1","AL358216.1"
"RALGDS",0,1.07285881916377,0.76,0.275,0,"1","RALGDS"
"RTN4",0,1.07142982421462,0.997,0.737,0,"1","RTN4"
"MAP7D1",0,1.06952092698267,0.818,0.33,0,"1","MAP7D1"
"PCDH17",0,1.06414760649668,0.702,0.214,0,"1","PCDH17"
"LINC00320",0,1.0632738552638,0.625,0.132,0,"1","LINC00320"
"S100A1",0,1.06262680353885,0.667,0.221,0,"1","S100A1"
"STRN",0,1.04832304632469,0.698,0.235,0,"1","STRN"
"MFSD6",0,1.04255169618834,0.644,0.197,0,"1","MFSD6"
"SH3BP5",0,1.04147190093473,0.657,0.184,0,"1","SH3BP5"
"CADM4",0,1.03839551918319,0.658,0.143,0,"1","CADM4"
"PPP2R2B",0,1.03414636960827,0.669,0.199,0,"1","PPP2R2B"
"KIAA1324L",0,1.0327979925342,0.635,0.145,0,"1","KIAA1324L"
"ZNF708",0,1.02291695662248,0.676,0.22,0,"1","ZNF708"
"NCAM2",0,1.0218413988993,0.599,0.149,0,"1","NCAM2"
"ZNF365",0,1.01783434636227,0.616,0.12,0,"1","ZNF365"
"THBS2",0,1.01510159247128,0.53,0.084,0,"1","THBS2"
"NECTIN1",0,1.01237886844466,0.604,0.145,0,"1","NECTIN1"
"PEG10",0,1.00775732428065,0.579,0.156,0,"1","PEG10"
"KANK1",0,1.00301400186371,0.601,0.156,0,"1","KANK1"
"RBP7",0,0.999438813838356,0.601,0.125,0,"1","RBP7"
"GLUL",0,0.985139429191697,1,0.836,0,"1","GLUL"
"MT3",0,0.984661481299728,0.852,0.364,0,"1","MT3"
"STOX2",0,0.980499426680727,0.616,0.167,0,"1","STOX2"
"DHCR7",0,0.979923818449131,0.669,0.212,0,"1","DHCR7"
"IQGAP1",0,0.978356189204952,0.695,0.196,0,"1","IQGAP1"
"OTUD7A",0,0.968224102657099,0.613,0.172,0,"1","OTUD7A"
"PLPPR1",0,0.949533148474774,0.626,0.148,0,"1","PLPPR1"
"PPP1R16B",0,0.941329740395131,0.571,0.115,0,"1","PPP1R16B"
"LMNA",0,0.921325159097221,0.804,0.282,0,"1","LMNA"
"SOX2",0,0.913560064550454,0.702,0.242,0,"1","SOX2"
"CLIP4",0,0.91226034906229,0.535,0.093,0,"1","CLIP4"
"SLC5A11",0,0.911162141911493,0.558,0.137,0,"1","SLC5A11"
"GRIA2",0,0.884847083459038,0.649,0.164,0,"1","GRIA2"
"ASPHD1",0,0.811297030292756,0.537,0.099,0,"1","ASPHD1"
"ADGRL3",0,0.805819747983505,0.527,0.094,0,"1","ADGRL3"
"CPB2-AS1",0,0.787862223506023,0.473,0.081,0,"1","CPB2-AS1"
"SMOC1",0,0.769159198617073,0.575,0.145,0,"1","SMOC1"
"CSRNP3",0,0.766381052520041,0.517,0.108,0,"1","CSRNP3"
"WASF1",0,0.74138154115964,0.512,0.095,0,"1","WASF1"
"CDC42EP1",4.30335036746834e-306,1.07811267357063,0.635,0.18,8.60670073493668e-303,"1","CDC42EP1"
"INF2",3.28135295814875e-305,1.03809963998976,0.663,0.216,6.5627059162975e-302,"1","INF2"
"RNF220",7.8678828020756e-303,1.05878305988496,0.676,0.197,1.57357656041512e-299,"1","RNF220"
"NOVA1",6.30491986101124e-301,0.869987685520309,0.68,0.209,1.26098397220225e-297,"1","NOVA1"
"ANKIB1",3.24276720685115e-300,1.12068316978536,0.712,0.242,6.48553441370231e-297,"1","ANKIB1"
"TRIM9",2.66957597043148e-298,0.81491191839972,0.561,0.14,5.33915194086296e-295,"1","TRIM9"
"PLS3",5.46302372109805e-298,0.961655285742733,0.558,0.116,1.09260474421961e-294,"1","PLS3"
"ZNF488",4.41967650147003e-297,0.852436164088269,0.501,0.107,8.83935300294006e-294,"1","ZNF488"
"ROGDI",2.73588480282072e-296,1.0548071097425,0.755,0.3,5.47176960564145e-293,"1","ROGDI"
"KCNK10",2.93883109494899e-296,0.757362155337476,0.464,0.091,5.87766218989799e-293,"1","KCNK10"
"RFTN2",8.15483628347904e-296,1.0986227716417,0.598,0.15,1.63096725669581e-292,"1","RFTN2"
"LPAR1",6.4540359633503e-294,1.10143902321437,0.737,0.307,1.29080719267006e-290,"1","LPAR1"
"SERPINI1",1.09770540726182e-293,1.15782683779829,0.609,0.167,2.19541081452365e-290,"1","SERPINI1"
"NDFIP2",8.8173585784968e-293,1.02190421367634,0.604,0.172,1.76347171569936e-289,"1","NDFIP2"
"FAR1",1.34395866827622e-291,1.02374939559263,0.724,0.248,2.68791733655244e-288,"1","FAR1"
"GPR37L1",3.05673273101138e-291,0.684580527406037,0.542,0.13,6.11346546202275e-288,"1","GPR37L1"
"PCSK6",1.27802236953931e-289,1.15690557251655,0.6,0.16,2.55604473907862e-286,"1","PCSK6"
"IPO13",5.88025525310464e-289,1.1025293136487,0.662,0.222,1.17605105062093e-285,"1","IPO13"
"ACSBG1",9.16280734876874e-287,0.858616044970243,0.519,0.144,1.83256146975375e-283,"1","ACSBG1"
"PPP1R9A",8.01421025558192e-286,0.902172399702836,0.509,0.106,1.60284205111638e-282,"1","PPP1R9A"
"ZDHHC20",1.71861421857598e-284,1.07833113012419,0.656,0.213,3.43722843715195e-281,"1","ZDHHC20"
"SEC14L5",3.97207869601085e-284,1.08329675718053,0.597,0.152,7.94415739202171e-281,"1","SEC14L5"
"SLC22A17",2.8411996108235e-283,0.977654391515032,0.688,0.252,5.68239922164701e-280,"1","SLC22A17"
"SMAD9",8.36460419881378e-283,0.554760016761183,0.457,0.099,1.67292083976276e-279,"1","SMAD9"
"GLDN",8.86380410711808e-283,1.08572589807943,0.795,0.375,1.77276082142362e-279,"1","GLDN"
"TMEM235",1.5704153942269e-282,1.03189547601909,0.592,0.142,3.14083078845379e-279,"1","TMEM235"
"C12orf76",4.64271471478742e-282,1.04482171424075,0.694,0.251,9.28542942957483e-279,"1","C12orf76"
"BEX1",7.15387587534077e-282,0.831192975214253,0.567,0.16,1.43077517506815e-278,"1","BEX1"
"ATP9A",1.6906197136338e-281,1.01745808697689,0.565,0.132,3.3812394272676e-278,"1","ATP9A"
"ARHGAP5",5.38023130620703e-280,1.01160385055902,0.747,0.329,1.07604626124141e-276,"1","ARHGAP5"
"DBI",3.8171310733784e-278,0.743947552655504,0.876,0.364,7.63426214675679e-275,"1","DBI"
"TMEM178A",4.07410908995705e-276,0.558151657432535,0.391,0.068,8.1482181799141e-273,"1","TMEM178A"
"DUSP26",4.94890018676223e-276,0.371645487600049,0.375,0.058,9.89780037352445e-273,"1","DUSP26"
"PHACTR3",8.59652603587976e-276,0.847944357102205,0.57,0.156,1.71930520717595e-272,"1","PHACTR3"
"KAZN",3.49969587028186e-275,0.867199568189779,0.589,0.174,6.99939174056373e-272,"1","KAZN"
"OTUD7B",7.03876057521522e-275,0.930647685022396,0.552,0.116,1.40775211504304e-271,"1","OTUD7B"
"CHRM5",2.57590574146573e-274,0.513044256351847,0.417,0.069,5.15181148293146e-271,"1","CHRM5"
"PHGDH",3.86389106431923e-274,1.01406469287612,0.64,0.182,7.72778212863846e-271,"1","PHGDH"
"MEGF9",3.45676001493918e-272,1.06879716468987,0.664,0.237,6.91352002987835e-269,"1","MEGF9"
"EPN2",7.46364685969837e-272,0.918723039282434,0.729,0.293,1.49272937193967e-268,"1","EPN2"
"FUT9",9.07104583088616e-272,0.800489567257216,0.51,0.14,1.81420916617723e-268,"1","FUT9"
"ERBB4",1.29052063011456e-271,0.788527941366792,0.51,0.141,2.58104126022911e-268,"1","ERBB4"
"FIGN",7.75086032538554e-267,0.699788838868114,0.459,0.093,1.55017206507711e-263,"1","FIGN"
"PDE8A",1.19211137845715e-265,1.00565861801706,0.688,0.247,2.3842227569143e-262,"1","PDE8A"
"UBB",1.4527654223914e-265,0.769663997045939,0.994,0.788,2.9055308447828e-262,"1","UBB"
"MOSPD2",2.76902632251237e-263,0.886075283078294,0.585,0.151,5.53805264502474e-260,"1","MOSPD2"
"INPP1",3.30581913057619e-261,0.904903990492713,0.611,0.194,6.61163826115239e-258,"1","INPP1"
"NXPE3",8.18757714974525e-261,1.03132881692087,0.707,0.283,1.63751542994905e-257,"1","NXPE3"
"PLPP3",3.30071099460442e-258,0.788636394184612,0.586,0.172,6.60142198920884e-255,"1","PLPP3"
"CDC42EP2",9.92390395676923e-258,0.758847150695744,0.506,0.125,1.98478079135385e-254,"1","CDC42EP2"
"ADARB2",1.57439552889735e-256,1.06153617379937,0.582,0.162,3.1487910577947e-253,"1","ADARB2"
"NPAS3",6.21127196026681e-256,0.794798282330741,0.529,0.127,1.24225439205336e-252,"1","NPAS3"
"CTNND2",1.14938612204522e-255,0.920976944871991,0.567,0.182,2.29877224409044e-252,"1","CTNND2"
"GALNT6",3.6628568462562e-255,0.784041258942236,0.559,0.177,7.3257136925124e-252,"1","GALNT6"
"TSC22D1",9.90942436765552e-255,0.753871855283035,0.693,0.277,1.9818848735311e-251,"1","TSC22D1"
"FRMD4B",7.03541095532058e-253,0.971755517986884,0.734,0.289,1.40708219106412e-249,"1","FRMD4B"
"PAPSS1",9.42605782093984e-253,1.00390568138742,0.719,0.294,1.88521156418797e-249,"1","PAPSS1"
"PLXNB1",1.33146857137104e-250,0.983758424762463,0.603,0.181,2.66293714274208e-247,"1","PLXNB1"
"STK39",3.7479380345009e-249,0.979159302371458,0.555,0.137,7.4958760690018e-246,"1","STK39"
"FAM102A",2.52097197010623e-248,0.962163561780057,0.625,0.207,5.04194394021245e-245,"1","FAM102A"
"GJC2",1.41617891556032e-247,0.901485331094773,0.536,0.122,2.83235783112064e-244,"1","GJC2"
"IGSF11",2.0080877524699e-247,0.811876754444348,0.508,0.105,4.0161755049398e-244,"1","IGSF11"
"CDH19",2.81576298525287e-247,0.706988158695565,0.578,0.154,5.63152597050573e-244,"1","CDH19"
"BBS2",1.05595681856122e-246,0.88207380529747,0.611,0.203,2.11191363712245e-243,"1","BBS2"
"PCBP4",1.70677167545142e-246,0.993685560526788,0.607,0.184,3.41354335090283e-243,"1","PCBP4"
